Source;Target;Weight
r_1455;light_gray_shulker_box;1
pink_shulker_box;r_1456;-1
light_gray_dye;r_1456;-1
r_1456;light_gray_shulker_box;1
gray_shulker_box;r_1457;-1
light_gray_dye;r_1457;-1
r_1457;light_gray_shulker_box;1
cyan_shulker_box;r_1458;-1
light_gray_dye;r_1458;-1
r_1458;light_gray_shulker_box;1
purple_shulker_box;r_1459;-1
light_gray_dye;r_1459;-1
r_1459;light_gray_shulker_box;1
blue_shulker_box;r_1460;-1
light_gray_dye;r_1460;-1
r_1460;light_gray_shulker_box;1
brown_shulker_box;r_1461;-1
light_gray_dye;r_1461;-1
r_1461;light_gray_shulker_box;1
green_shulker_box;r_1462;-1
light_gray_dye;r_1462;-1
r_1462;light_gray_shulker_box;1
red_shulker_box;r_1463;-1
light_gray_dye;r_1463;-1
r_1463;light_gray_shulker_box;1
black_shulker_box;r_1464;-1
light_gray_dye;r_1464;-1
r_1464;light_gray_shulker_box;1
white_shulker_box;r_1465;-1
cyan_dye;r_1465;-1
r_1465;cyan_shulker_box;1
orange_shulker_box;r_1466;-1
cyan_dye;r_1466;-1
r_1466;cyan_shulker_box;1
magenta_shulker_box;r_1467;-1
cyan_dye;r_1467;-1
r_1467;cyan_shulker_box;1
light_blue_shulker_box;r_1468;-1
cyan_dye;r_1468;-1
r_1468;cyan_shulker_box;1
yellow_shulker_box;r_1469;-1
cyan_dye;r_1469;-1
r_1469;cyan_shulker_box;1
lime_shulker_box;r_1470;-1
cyan_dye;r_1470;-1
r_1470;cyan_shulker_box;1
pink_shulker_box;r_1471;-1
cyan_dye;r_1471;-1
r_1471;cyan_shulker_box;1
gray_shulker_box;r_1472;-1
cyan_dye;r_1472;-1
r_1472;cyan_shulker_box;1
light_gray_shulker_box;r_1473;-1
cyan_dye;r_1473;-1
r_1473;cyan_shulker_box;1
purple_shulker_box;r_1474;-1
cyan_dye;r_1474;-1
r_1474;cyan_shulker_box;1
blue_shulker_box;r_1475;-1
cyan_dye;r_1475;-1
r_1475;cyan_shulker_box;1
brown_shulker_box;r_1476;-1
cyan_dye;r_1476;-1
r_1476;cyan_shulker_box;1
green_shulker_box;r_1477;-1
cyan_dye;r_1477;-1
r_1477;cyan_shulker_box;1
red_shulker_box;r_1478;-1
cyan_dye;r_1478;-1
r_1478;cyan_shulker_box;1
black_shulker_box;r_1479;-1
cyan_dye;r_1479;-1
r_1479;cyan_shulker_box;1
white_shulker_box;r_1480;-1
purple_dye;r_1480;-1
r_1480;purple_shulker_box;1
orange_shulker_box;r_1481;-1
purple_dye;r_1481;-1
r_1481;purple_shulker_box;1
magenta_shulker_box;r_1482;-1
purple_dye;r_1482;-1
r_1482;purple_shulker_box;1
light_blue_shulker_box;r_1483;-1
purple_dye;r_1483;-1
r_1483;purple_shulker_box;1
yellow_shulker_box;r_1484;-1
purple_dye;r_1484;-1
r_1484;purple_shulker_box;1
lime_shulker_box;r_1485;-1
purple_dye;r_1485;-1
r_1485;purple_shulker_box;1
pink_shulker_box;r_1486;-1
purple_dye;r_1486;-1
r_1486;purple_shulker_box;1
gray_shulker_box;r_1487;-1
purple_dye;r_1487;-1
r_1487;purple_shulker_box;1
light_gray_shulker_box;r_1488;-1
purple_dye;r_1488;-1
r_1488;purple_shulker_box;1
cyan_shulker_box;r_1489;-1
purple_dye;r_1489;-1
r_1489;purple_shulker_box;1
blue_shulker_box;r_1490;-1
purple_dye;r_1490;-1
r_1490;purple_shulker_box;1
brown_shulker_box;r_1491;-1
purple_dye;r_1491;-1
r_1491;purple_shulker_box;1
green_shulker_box;r_1492;-1
purple_dye;r_1492;-1
r_1492;purple_shulker_box;1
red_shulker_box;r_1493;-1
purple_dye;r_1493;-1
r_1493;purple_shulker_box;1
black_shulker_box;r_1494;-1
purple_dye;r_1494;-1
r_1494;purple_shulker_box;1
white_shulker_box;r_1495;-1
blue_dye;r_1495;-1
r_1495;blue_shulker_box;1
orange_shulker_box;r_1496;-1
blue_dye;r_1496;-1
r_1496;blue_shulker_box;1
magenta_shulker_box;r_1497;-1
blue_dye;r_1497;-1
r_1497;blue_shulker_box;1
light_blue_shulker_box;r_1498;-1
blue_dye;r_1498;-1
r_1498;blue_shulker_box;1
yellow_shulker_box;r_1499;-1
blue_dye;r_1499;-1
r_1499;blue_shulker_box;1
lime_shulker_box;r_1500;-1
blue_dye;r_1500;-1
r_1500;blue_shulker_box;1
pink_shulker_box;r_1501;-1
blue_dye;r_1501;-1
r_1501;blue_shulker_box;1
gray_shulker_box;r_1502;-1
blue_dye;r_1502;-1
r_1502;blue_shulker_box;1
light_gray_shulker_box;r_1503;-1
blue_dye;r_1503;-1
r_1503;blue_shulker_box;1
cyan_shulker_box;r_1504;-1
blue_dye;r_1504;-1
r_1504;blue_shulker_box;1
purple_shulker_box;r_1505;-1
blue_dye;r_1505;-1
r_1505;blue_shulker_box;1
brown_shulker_box;r_1506;-1
blue_dye;r_1506;-1
r_1506;blue_shulker_box;1
green_shulker_box;r_1507;-1
blue_dye;r_1507;-1
r_1507;blue_shulker_box;1
red_shulker_box;r_1508;-1
blue_dye;r_1508;-1
r_1508;blue_shulker_box;1
black_shulker_box;r_1509;-1
blue_dye;r_1509;-1
r_1509;blue_shulker_box;1
white_shulker_box;r_1510;-1
brown_dye;r_1510;-1
r_1510;brown_shulker_box;1
orange_shulker_box;r_1511;-1
brown_dye;r_1511;-1
r_1511;brown_shulker_box;1
magenta_shulker_box;r_1512;-1
brown_dye;r_1512;-1
r_1512;brown_shulker_box;1
light_blue_shulker_box;r_1513;-1
brown_dye;r_1513;-1
r_1513;brown_shulker_box;1
yellow_shulker_box;r_1514;-1
brown_dye;r_1514;-1
r_1514;brown_shulker_box;1
lime_shulker_box;r_1515;-1
brown_dye;r_1515;-1
r_1515;brown_shulker_box;1
pink_shulker_box;r_1516;-1
brown_dye;r_1516;-1
r_1516;brown_shulker_box;1
gray_shulker_box;r_1517;-1
brown_dye;r_1517;-1
r_1517;brown_shulker_box;1
light_gray_shulker_box;r_1518;-1
brown_dye;r_1518;-1
r_1518;brown_shulker_box;1
cyan_shulker_box;r_1519;-1
brown_dye;r_1519;-1
r_1519;brown_shulker_box;1
purple_shulker_box;r_1520;-1
brown_dye;r_1520;-1
r_1520;brown_shulker_box;1
blue_shulker_box;r_1521;-1
brown_dye;r_1521;-1
r_1521;brown_shulker_box;1
green_shulker_box;r_1522;-1
brown_dye;r_1522;-1
r_1522;brown_shulker_box;1
red_shulker_box;r_1523;-1
brown_dye;r_1523;-1
r_1523;brown_shulker_box;1
black_shulker_box;r_1524;-1
brown_dye;r_1524;-1
r_1524;brown_shulker_box;1
white_shulker_box;r_1525;-1
green_dye;r_1525;-1
r_1525;green_shulker_box;1
orange_shulker_box;r_1526;-1
green_dye;r_1526;-1
r_1526;green_shulker_box;1
magenta_shulker_box;r_1527;-1
green_dye;r_1527;-1
r_1527;green_shulker_box;1
light_blue_shulker_box;r_1528;-1
green_dye;r_1528;-1
r_1528;green_shulker_box;1
yellow_shulker_box;r_1529;-1
green_dye;r_1529;-1
r_1529;green_shulker_box;1
lime_shulker_box;r_1530;-1
green_dye;r_1530;-1
r_1530;green_shulker_box;1
pink_shulker_box;r_1531;-1
green_dye;r_1531;-1
r_1531;green_shulker_box;1
gray_shulker_box;r_1532;-1
green_dye;r_1532;-1
r_1532;green_shulker_box;1
light_gray_shulker_box;r_1533;-1
green_dye;r_1533;-1
r_1533;green_shulker_box;1
cyan_shulker_box;r_1534;-1
green_dye;r_1534;-1
r_1534;green_shulker_box;1
purple_shulker_box;r_1535;-1
green_dye;r_1535;-1
r_1535;green_shulker_box;1
blue_shulker_box;r_1536;-1
green_dye;r_1536;-1
r_1536;green_shulker_box;1
brown_shulker_box;r_1537;-1
green_dye;r_1537;-1
r_1537;green_shulker_box;1
red_shulker_box;r_1538;-1
green_dye;r_1538;-1
r_1538;green_shulker_box;1
black_shulker_box;r_1539;-1
green_dye;r_1539;-1
r_1539;green_shulker_box;1
white_shulker_box;r_1540;-1
red_dye;r_1540;-1
r_1540;red_shulker_box;1
orange_shulker_box;r_1541;-1
red_dye;r_1541;-1
r_1541;red_shulker_box;1
magenta_shulker_box;r_1542;-1
red_dye;r_1542;-1
r_1542;red_shulker_box;1
light_blue_shulker_box;r_1543;-1
red_dye;r_1543;-1
r_1543;red_shulker_box;1
yellow_shulker_box;r_1544;-1
red_dye;r_1544;-1
r_1544;red_shulker_box;1
lime_shulker_box;r_1545;-1
red_dye;r_1545;-1
r_1545;red_shulker_box;1
pink_shulker_box;r_1546;-1
red_dye;r_1546;-1
r_1546;red_shulker_box;1
gray_shulker_box;r_1547;-1
red_dye;r_1547;-1
r_1547;red_shulker_box;1
light_gray_shulker_box;r_1548;-1
red_dye;r_1548;-1
r_1548;red_shulker_box;1
cyan_shulker_box;r_1549;-1
red_dye;r_1549;-1
r_1549;red_shulker_box;1
purple_shulker_box;r_1550;-1
red_dye;r_1550;-1
r_1550;red_shulker_box;1
blue_shulker_box;r_1551;-1
red_dye;r_1551;-1
r_1551;red_shulker_box;1
brown_shulker_box;r_1552;-1
red_dye;r_1552;-1
r_1552;red_shulker_box;1
green_shulker_box;r_1553;-1
red_dye;r_1553;-1
r_1553;red_shulker_box;1
black_shulker_box;r_1554;-1
red_dye;r_1554;-1
r_1554;red_shulker_box;1
white_shulker_box;r_1555;-1
black_dye;r_1555;-1
r_1555;black_shulker_box;1
orange_shulker_box;r_1556;-1
black_dye;r_1556;-1
r_1556;black_shulker_box;1
magenta_shulker_box;r_1557;-1
black_dye;r_1557;-1
r_1557;black_shulker_box;1
light_blue_shulker_box;r_1558;-1
black_dye;r_1558;-1
r_1558;black_shulker_box;1
yellow_shulker_box;r_1559;-1
black_dye;r_1559;-1
r_1559;black_shulker_box;1
lime_shulker_box;r_1560;-1
black_dye;r_1560;-1
r_1560;black_shulker_box;1
pink_shulker_box;r_1561;-1
black_dye;r_1561;-1
r_1561;black_shulker_box;1
gray_shulker_box;r_1562;-1
black_dye;r_1562;-1
r_1562;black_shulker_box;1
light_gray_shulker_box;r_1563;-1
black_dye;r_1563;-1
r_1563;black_shulker_box;1
cyan_shulker_box;r_1564;-1
black_dye;r_1564;-1
r_1564;black_shulker_box;1
purple_shulker_box;r_1565;-1
black_dye;r_1565;-1
r_1565;black_shulker_box;1
blue_shulker_box;r_1566;-1
black_dye;r_1566;-1
r_1566;black_shulker_box;1
brown_shulker_box;r_1567;-1
black_dye;r_1567;-1
r_1567;black_shulker_box;1
green_shulker_box;r_1568;-1
black_dye;r_1568;-1
r_1568;black_shulker_box;1
red_shulker_box;r_1569;-1
black_dye;r_1569;-1
r_1569;black_shulker_box;1
shulker_box;r_1570;-1
bone_meal;r_1570;-1
r_1570;white_shulker_box;1
orange_shulker_box;r_1571;-1
bone_meal;r_1571;-1
r_1571;white_shulker_box;1
magenta_shulker_box;r_1572;-1
bone_meal;r_1572;-1
r_1572;white_shulker_box;1
light_blue_shulker_box;r_1573;-1
bone_meal;r_1573;-1
r_1573;white_shulker_box;1
yellow_shulker_box;r_1574;-1
bone_meal;r_1574;-1
r_1574;white_shulker_box;1
lime_shulker_box;r_1575;-1
bone_meal;r_1575;-1
r_1575;white_shulker_box;1
pink_shulker_box;r_1576;-1
bone_meal;r_1576;-1
r_1576;white_shulker_box;1
gray_shulker_box;r_1577;-1
bone_meal;r_1577;-1
r_1577;white_shulker_box;1
light_gray_shulker_box;r_1578;-1
bone_meal;r_1578;-1
r_1578;white_shulker_box;1
cyan_shulker_box;r_1579;-1
bone_meal;r_1579;-1
r_1579;white_shulker_box;1
purple_shulker_box;r_1580;-1
bone_meal;r_1580;-1
r_1580;white_shulker_box;1
blue_shulker_box;r_1581;-1
bone_meal;r_1581;-1
r_1581;white_shulker_box;1
brown_shulker_box;r_1582;-1
bone_meal;r_1582;-1
r_1582;white_shulker_box;1
green_shulker_box;r_1583;-1
bone_meal;r_1583;-1
r_1583;white_shulker_box;1
red_shulker_box;r_1584;-1
bone_meal;r_1584;-1
r_1584;white_shulker_box;1
black_shulker_box;r_1585;-1
bone_meal;r_1585;-1
r_1585;white_shulker_box;1
shulker_box;r_1586;-1
cocoa_beans;r_1586;-1
r_1586;brown_shulker_box;1
white_shulker_box;r_1587;-1
cocoa_beans;r_1587;-1
r_1587;brown_shulker_box;1
orange_shulker_box;r_1588;-1
cocoa_beans;r_1588;-1
r_1588;brown_shulker_box;1
magenta_shulker_box;r_1589;-1
cocoa_beans;r_1589;-1
r_1589;brown_shulker_box;1
light_blue_shulker_box;r_1590;-1
cocoa_beans;r_1590;-1
r_1590;brown_shulker_box;1
yellow_shulker_box;r_1591;-1
cocoa_beans;r_1591;-1
r_1591;brown_shulker_box;1
lime_shulker_box;r_1592;-1
cocoa_beans;r_1592;-1
r_1592;brown_shulker_box;1
pink_shulker_box;r_1593;-1
cocoa_beans;r_1593;-1
r_1593;brown_shulker_box;1
gray_shulker_box;r_1594;-1
cocoa_beans;r_1594;-1
r_1594;brown_shulker_box;1
light_gray_shulker_box;r_1595;-1
cocoa_beans;r_1595;-1
r_1595;brown_shulker_box;1
cyan_shulker_box;r_1596;-1
cocoa_beans;r_1596;-1
r_1596;brown_shulker_box;1
purple_shulker_box;r_1597;-1
cocoa_beans;r_1597;-1
r_1597;brown_shulker_box;1
blue_shulker_box;r_1598;-1
cocoa_beans;r_1598;-1
r_1598;brown_shulker_box;1
green_shulker_box;r_1599;-1
cocoa_beans;r_1599;-1
r_1599;brown_shulker_box;1
red_shulker_box;r_1600;-1
cocoa_beans;r_1600;-1
r_1600;brown_shulker_box;1
black_shulker_box;r_1601;-1
cocoa_beans;r_1601;-1
r_1601;brown_shulker_box;1
shulker_box;r_1602;-1
ink_sac;r_1602;-1
r_1602;black_shulker_box;1
white_shulker_box;r_1603;-1
ink_sac;r_1603;-1
r_1603;black_shulker_box;1
orange_shulker_box;r_1604;-1
ink_sac;r_1604;-1
r_1604;black_shulker_box;1
magenta_shulker_box;r_1605;-1
ink_sac;r_1605;-1
r_1605;black_shulker_box;1
light_blue_shulker_box;r_1606;-1
ink_sac;r_1606;-1
r_1606;black_shulker_box;1
yellow_shulker_box;r_1607;-1
ink_sac;r_1607;-1
r_1607;black_shulker_box;1
lime_shulker_box;r_1608;-1
ink_sac;r_1608;-1
r_1608;black_shulker_box;1
pink_shulker_box;r_1609;-1
ink_sac;r_1609;-1
r_1609;black_shulker_box;1
gray_shulker_box;r_1610;-1
ink_sac;r_1610;-1
r_1610;black_shulker_box;1
light_gray_shulker_box;r_1611;-1
ink_sac;r_1611;-1
r_1611;black_shulker_box;1
cyan_shulker_box;r_1612;-1
ink_sac;r_1612;-1
r_1612;black_shulker_box;1
purple_shulker_box;r_1613;-1
ink_sac;r_1613;-1
r_1613;black_shulker_box;1
blue_shulker_box;r_1614;-1
ink_sac;r_1614;-1
r_1614;black_shulker_box;1
brown_shulker_box;r_1615;-1
ink_sac;r_1615;-1
r_1615;black_shulker_box;1
green_shulker_box;r_1616;-1
ink_sac;r_1616;-1
r_1616;black_shulker_box;1
red_shulker_box;r_1617;-1
ink_sac;r_1617;-1
r_1617;black_shulker_box;1
shulker_box;r_1618;-1
lapis_lazuli;r_1618;-1
r_1618;blue_shulker_box;1
white_shulker_box;r_1619;-1
lapis_lazuli;r_1619;-1
r_1619;blue_shulker_box;1
orange_shulker_box;r_1620;-1
lapis_lazuli;r_1620;-1
r_1620;blue_shulker_box;1
magenta_shulker_box;r_1621;-1
lapis_lazuli;r_1621;-1
r_1621;blue_shulker_box;1
light_blue_shulker_box;r_1622;-1
lapis_lazuli;r_1622;-1
r_1622;blue_shulker_box;1
yellow_shulker_box;r_1623;-1
lapis_lazuli;r_1623;-1
r_1623;blue_shulker_box;1
lime_shulker_box;r_1624;-1
lapis_lazuli;r_1624;-1
r_1624;blue_shulker_box;1
pink_shulker_box;r_1625;-1
lapis_lazuli;r_1625;-1
r_1625;blue_shulker_box;1
gray_shulker_box;r_1626;-1
lapis_lazuli;r_1626;-1
r_1626;blue_shulker_box;1
light_gray_shulker_box;r_1627;-1
lapis_lazuli;r_1627;-1
r_1627;blue_shulker_box;1
cyan_shulker_box;r_1628;-1
lapis_lazuli;r_1628;-1
r_1628;blue_shulker_box;1
purple_shulker_box;r_1629;-1
lapis_lazuli;r_1629;-1
r_1629;blue_shulker_box;1
brown_shulker_box;r_1630;-1
lapis_lazuli;r_1630;-1
r_1630;blue_shulker_box;1
green_shulker_box;r_1631;-1
lapis_lazuli;r_1631;-1
r_1631;blue_shulker_box;1
red_shulker_box;r_1632;-1
lapis_lazuli;r_1632;-1
r_1632;blue_shulker_box;1
black_shulker_box;r_1633;-1
lapis_lazuli;r_1633;-1
r_1633;blue_shulker_box;1
oak_planks;r_1634;-4
r_1634;crafting_table;1
spruce_planks;r_1635;-4
r_1635;crafting_table;1
birch_planks;r_1636;-4
r_1636;crafting_table;1
jungle_planks;r_1637;-4
r_1637;crafting_table;1
acacia_planks;r_1638;-4
r_1638;crafting_table;1
dark_oak_planks;r_1639;-4
r_1639;crafting_table;1
crimson_planks;r_1640;-4
r_1640;crafting_table;1
warped_planks;r_1641;-4
r_1641;crafting_table;1
glass;r_1642;-7
ghast_tear;r_1642;-1
ender_eye;r_1642;-1
r_1642;end_crystal;1
obsidian;r_1643;-8
ender_eye;r_1643;-1
r_1643;ender_chest;1
glowstone;r_1644;-3
crying_obsidian;r_1644;-6
r_1644;respawn_anchor;1
furnace;r_1645;-1
smooth_stone;r_1645;-3
iron_ingot;r_1645;-5
r_1645;blast_furnace;1
string;r_1646;-1
honeycomb;r_1646;-1
r_1646;candle;1
candle;r_1647;-1
white_dye;r_1647;-1
r_1647;white_candle;1
candle;r_1648;-1
orange_dye;r_1648;-1
r_1648;orange_candle;1
candle;r_1649;-1
magenta_dye;r_1649;-1
r_1649;magenta_candle;1
candle;r_1650;-1
light_blue_dye;r_1650;-1
r_1650;light_blue_candle;1
candle;r_1651;-1
yellow_dye;r_1651;-1
r_1651;yellow_candle;1
candle;r_1652;-1
lime_dye;r_1652;-1
r_1652;lime_candle;1
candle;r_1653;-1
pink_dye;r_1653;-1
r_1653;pink_candle;1
candle;r_1654;-1
gray_dye;r_1654;-1
r_1654;gray_candle;1
candle;r_1655;-1
light_gray_dye;r_1655;-1
r_1655;light_gray_candle;1
candle;r_1656;-1
cyan_dye;r_1656;-1
r_1656;cyan_candle;1
candle;r_1657;-1
purple_dye;r_1657;-1
r_1657;purple_candle;1
candle;r_1658;-1
blue_dye;r_1658;-1
r_1658;blue_candle;1
candle;r_1659;-1
brown_dye;r_1659;-1
r_1659;brown_candle;1
candle;r_1660;-1
green_dye;r_1660;-1
r_1660;green_candle;1
candle;r_1661;-1
red_dye;r_1661;-1
r_1661;red_candle;1
candle;r_1662;-1
black_dye;r_1662;-1
r_1662;black_candle;1
crimson_slab;r_1663;-2
stick;r_1663;-6
r_1663;barrel;1
warped_slab;r_1664;-2
stick;r_1664;-6
r_1664;barrel;1
oak_slab;r_1665;-2
stick;r_1665;-6
r_1665;barrel;1
spruce_slab;r_1666;-2
stick;r_1666;-6
r_1666;barrel;1
birch_slab;r_1667;-2
stick;r_1667;-6
r_1667;barrel;1
jungle_slab;r_1668;-2
stick;r_1668;-6
r_1668;barrel;1
acacia_slab;r_1669;-2
stick;r_1669;-6
r_1669;barrel;1
dark_oak_slab;r_1670;-2
stick;r_1670;-6
r_1670;barrel;1
chiseled_stone_bricks;r_1671;-8
netherite_ingot;r_1671;-1
r_1671;lodestone;1
cobblestone;r_1672;-7
redstone;r_1672;-1
r_1672;dropper;1
glass;r_1673;-3
oak_slab;r_1673;-3
quartz;r_1673;-3
r_1673;daylight_detector;1
glass;r_1674;-3
spruce_slab;r_1674;-3
quartz;r_1674;-3
r_1674;daylight_detector;1
glass;r_1675;-3
birch_slab;r_1675;-3
quartz;r_1675;-3
r_1675;daylight_detector;1
glass;r_1676;-3
jungle_slab;r_1676;-3
quartz;r_1676;-3
r_1676;daylight_detector;1
glass;r_1677;-3
acacia_slab;r_1677;-3
quartz;r_1677;-3
r_1677;daylight_detector;1
glass;r_1678;-3
dark_oak_slab;r_1678;-3
quartz;r_1678;-3
r_1678;daylight_detector;1
glass;r_1679;-3
crimson_slab;r_1679;-3
quartz;r_1679;-3
r_1679;daylight_detector;1
glass;r_1680;-3
warped_slab;r_1680;-3
quartz;r_1680;-3
r_1680;daylight_detector;1
cobblestone;r_1681;-4
oak_planks;r_1681;-3
iron_ingot;r_1681;-1
redstone;r_1681;-1
r_1681;piston;1
cobblestone;r_1682;-4
spruce_planks;r_1682;-3
iron_ingot;r_1682;-1
redstone;r_1682;-1
r_1682;piston;1
cobblestone;r_1683;-4
birch_planks;r_1683;-3
iron_ingot;r_1683;-1
redstone;r_1683;-1
r_1683;piston;1
cobblestone;r_1684;-4
jungle_planks;r_1684;-3
iron_ingot;r_1684;-1
redstone;r_1684;-1
r_1684;piston;1
cobblestone;r_1685;-4
acacia_planks;r_1685;-3
iron_ingot;r_1685;-1
redstone;r_1685;-1
r_1685;piston;1
cobblestone;r_1686;-4
dark_oak_planks;r_1686;-3
iron_ingot;r_1686;-1
redstone;r_1686;-1
r_1686;piston;1
cobblestone;r_1687;-4
crimson_planks;r_1687;-3
iron_ingot;r_1687;-1
redstone;r_1687;-1
r_1687;piston;1
cobblestone;r_1688;-4
warped_planks;r_1688;-3
iron_ingot;r_1688;-1
redstone;r_1688;-1
r_1688;piston;1
piston;r_1689;-1
slime_ball;r_1689;-1
r_1689;sticky_piston;1
redstone;r_1690;-9
r_1690;redstone_block;1
oak_planks;r_1691;-6
r_1691;wooden_door;3
spruce_planks;r_1692;-6
r_1692;spruce_door;3
birch_planks;r_1693;-6
r_1693;birch_door;3
jungle_planks;r_1694;-6
r_1694;jungle_door;3
acacia_planks;r_1695;-6
r_1695;acacia_door;3
dark_oak_planks;r_1696;-6
r_1696;dark_oak_door;3
crimson_planks;r_1697;-6
r_1697;crimson_door;3
warped_planks;r_1698;-6
r_1698;warped_door;3
iron_ingot;r_1699;-6
r_1699;iron_door;3
chest;r_1700;-1
iron_ingot;r_1700;-5
r_1700;hopper;1
bookshelf;r_1701;-1
oak_slab;r_1701;-4
r_1701;lectern;1
bookshelf;r_1702;-1
spruce_slab;r_1702;-4
r_1702;lectern;1
bookshelf;r_1703;-1
birch_slab;r_1703;-4
r_1703;lectern;1
bookshelf;r_1704;-1
jungle_slab;r_1704;-4
r_1704;lectern;1
bookshelf;r_1705;-1
acacia_slab;r_1705;-4
r_1705;lectern;1
bookshelf;r_1706;-1
dark_oak_slab;r_1706;-4
r_1706;lectern;1
bookshelf;r_1707;-1
crimson_slab;r_1707;-4
r_1707;lectern;1
bookshelf;r_1708;-1
warped_slab;r_1708;-4
r_1708;lectern;1
stone;r_1709;-3
redstone_torch;r_1709;-3
quartz;r_1709;-1
r_1709;comparator;1
hay_block;r_1710;-1
crimson_planks;r_1710;-1
stick;r_1710;-1
redstone;r_1710;-4
r_1710;target;1
warped_planks;r_1711;-1
iron_ingot;r_1711;-1
stick;r_1711;-1
r_1711;tripwire_hook;2
oak_planks;r_1712;-1
iron_ingot;r_1712;-1
stick;r_1712;-1
r_1712;tripwire_hook;2
spruce_planks;r_1713;-1
iron_ingot;r_1713;-1
stick;r_1713;-1
r_1713;tripwire_hook;2
birch_planks;r_1714;-1
iron_ingot;r_1714;-1
stick;r_1714;-1
r_1714;tripwire_hook;2
jungle_planks;r_1715;-1
iron_ingot;r_1715;-1
stick;r_1715;-1
r_1715;tripwire_hook;2
acacia_planks;r_1716;-1
iron_ingot;r_1716;-1
stick;r_1716;-1
r_1716;tripwire_hook;2
dark_oak_planks;r_1717;-1
iron_ingot;r_1717;-1
stick;r_1717;-1
r_1717;tripwire_hook;2
cobblestone;r_1718;-6
iron_ingot;r_1718;-1
redstone;r_1718;-2
quartz;r_1718;-1
r_1718;tripwire_hook;2
cobblestone;r_1719;-1
stick;r_1719;-1
r_1719;lever;1
oak_planks;r_1720;-1
r_1720;wooden_button;1
spruce_planks;r_1721;-1
r_1721;spruce_button;1
birch_planks;r_1722;-1
r_1722;birch_button;1
jungle_planks;r_1723;-1
r_1723;jungle_button;1
acacia_planks;r_1724;-1
r_1724;acacia_button;1
dark_oak_planks;r_1725;-1
r_1725;dark_oak_button;1
crimson_planks;r_1726;-1
r_1726;crimson_button;1
warped_planks;r_1727;-1
r_1727;warped_button;1
stone;r_1728;-1
r_1728;stone_button;1
polished_blackstone;r_1729;-1
r_1729;polished_blackstone_button;1
stone;r_1730;-2
r_1730;stone_pressure_plate;1
oak_planks;r_1731;-2
r_1731;wooden_pressure_plate;1
spruce_planks;r_1732;-2
r_1732;spruce_pressure_plate;1
birch_planks;r_1733;-2
r_1733;birch_pressure_plate;1
jungle_planks;r_1734;-2
r_1734;jungle_pressure_plate;1
acacia_planks;r_1735;-2
r_1735;acacia_pressure_plate;1
dark_oak_planks;r_1736;-2
r_1736;dark_oak_pressure_plate;1
crimson_planks;r_1737;-2
r_1737;crimson_pressure_plate;1
warped_planks;r_1738;-2
r_1738;warped_pressure_plate;1
polished_blackstone;r_1739;-2
r_1739;polished_blackstone_pressure_plate;1
iron_ingot;r_1740;-2
r_1740;heavy_weighted_pressure_plate;1
gold_ingot;r_1741;-2
r_1741;light_weighted_pressure_plate;1
crimson_planks;r_1742;-6
r_1742;crimson_trapdoor;2
warped_planks;r_1743;-6
r_1743;warped_trapdoor;2
oak_planks;r_1744;-6
r_1744;oak_trapdoor;2
spruce_planks;r_1745;-6
r_1745;spruce_trapdoor;2
birch_planks;r_1746;-6
r_1746;birch_trapdoor;2
jungle_planks;r_1747;-6
r_1747;jungle_trapdoor;2
acacia_planks;r_1748;-6
r_1748;acacia_trapdoor;2
dark_oak_planks;r_1749;-6
r_1749;dark_oak_trapdoor;2
iron_ingot;r_1750;-4
r_1750;iron_trapdoor;1
stone;r_1751;-3
redstone_torch;r_1751;-2
redstone;r_1751;-1
r_1751;repeater;1
oak_planks;r_1752;-2
stick;r_1752;-4
r_1752;fence_gate;1
spruce_planks;r_1753;-2
stick;r_1753;-4
r_1753;spruce_fence_gate;1
birch_planks;r_1754;-2
stick;r_1754;-4
r_1754;birch_fence_gate;1
jungle_planks;r_1755;-2
stick;r_1755;-4
r_1755;jungle_fence_gate;1
acacia_planks;r_1756;-2
stick;r_1756;-4
r_1756;acacia_fence_gate;1
dark_oak_planks;r_1757;-2
stick;r_1757;-4
r_1757;dark_oak_fence_gate;1
crimson_planks;r_1758;-2
stick;r_1758;-4
r_1758;crimson_fence_gate;1
warped_planks;r_1759;-2
stick;r_1759;-4
r_1759;warped_fence_gate;1
r_1760;redstone_block;1
cobblestone;r_1761;-7
bow;r_1761;-1
redstone;r_1761;-1
r_1761;dispenser;1
stick;r_1762;-1
redstone;r_1762;-1
r_1762;redstone_torch;1
copper_ingot;r_1763;-3
r_1763;lightning_rod;1
sand;r_1764;-4
gunpowder;r_1764;-5
r_1764;tnt;1
red_sand;r_1765;-4
gunpowder;r_1765;-5
r_1765;tnt;1
glowstone;r_1766;-1
redstone;r_1766;-4
r_1766;redstone_lamp;1
oak_planks;r_1767;-8
redstone;r_1767;-1
r_1767;note_block;1
spruce_planks;r_1768;-8
redstone;r_1768;-1
r_1768;note_block;1
birch_planks;r_1769;-8
redstone;r_1769;-1
r_1769;note_block;1
jungle_planks;r_1770;-8
redstone;r_1770;-1
r_1770;note_block;1
acacia_planks;r_1771;-8
redstone;r_1771;-1
r_1771;note_block;1
dark_oak_planks;r_1772;-8
redstone;r_1772;-1
r_1772;note_block;1
crimson_planks;r_1773;-8
redstone;r_1773;-1
r_1773;note_block;1
warped_planks;r_1774;-8
redstone;r_1774;-1
r_1774;note_block;1
